Chrom	Start	End	GeneID	GeneName	
Scate-Z	10279897	10280286	Scate08223	LOC100556665	
Scate-Z	10284514	10284879	Scate08224	LOC100556665	
Scate-Z	10288209	10300506	Scate08225	Transcription initiation factor TFIID subunit 9-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	10301854	10313320	Scate08226	kif4a	
Scate-Z	10313402	10321773	Scate08227	kif4a	
Scate-Z	10327192	10331012	Scate08228	kif4a	
Scate-Z	10335918	10339560	Scate08229	kif4a	
Scate-Z	10345513	10356306	Scate08230	PDZ domain-containing protein 11-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	10387071	10394449	Scate08231	L345_15706	
Scate-Z	10395492	10419216	Scate08232	L345_15707	
Scate-Z	10457176	10463870	Scate08233	L345_15707	
Scate-Z	10488394	10492726	Scate08234	CIDEB	
Scate-Z	10523871	10551565	Scate08235	Geranylgeranyl transferase type-2 subunit alpha isoform 2 (Crotalus horridus OX%3D35024)	
Scate-Z	10597963	10619074	Scate08236	TGM1	
Scate-Z	10620257	10620631	Scate08237	TGM1	
Scate-Z	10639113	10653778	Scate08238	GMPR	
Scate-Z	10665001	10671280	Scate08239	Magnesium-dependent phosphatase 1 (Crotalus horridus OX%3D35024)	
Scate-Z	10680273	10690827	Scate08240	Charged multivesicular body protein 4b (Crotalus adamanteus OX%3D8729)	
Scate-Z	10694391	10699563	Scate08241	TSSK4	
Scate-Z	10710802	10736606	Scate08242	LOC103282328	
Scate-Z	10754231	10768158	Scate08243	LOC103282032	
Scate-Z	10777517	10817341	Scate08244	RNF31	
Scate-Z	10817324	10826947	Scate08245	Proteasome activator complex subunit 2-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	10839948	10858764	Scate08246	Proteasome activator complex subunit 1-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	10840148	10843631	Scate08247	UPF0172 protein FAM158A-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	10860481	10862330	Scate08248	FITM1	
Scate-Z	10867999	10889136	Scate08249	DDB1-and CUL4-associated factor 11-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	10892755	10920530	Scate08250	Phosphoenolpyruvate carboxykinase (GTP)%2C mitochondrial (Crotalus adamanteus OX%3D8729)	
Scate-Z	10949528	10957014	Scate08251	Nrl	
Scate-Z	11023827	11055134	Scate08252	CARMIL3	
Scate-Z	11085037	11115322	Scate08253	AP-1 complex subunit gamma (Crotalus horridus OX%3D35024)	
Scate-Z	11120961	11124597	Scate08254	THTPA	
Scate-Z	11175025	11186539	Scate08255	Neuroguidin-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	11203684	11208604	Scate08256	MYH7	
Scate-Z	11214711	11252043	Scate08257	MYH7	
Scate-Z	11252869	11255763	Scate08258	MYH7	
Scate-Z	11278981	11287113	Scate08259	MYH7	
Scate-Z	11305083	11321086	Scate08260	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	11325878	11329279	Scate08261	Cmtm5	
Scate-Z	11354298	11358971	Scate08262	EFS	
Scate-Z	11363342	11380660	Scate08263	SLC22A17	
Scate-Z	11393300	11401766	Scate08264	Pabpn1	
Scate-Z	11408436	11412049	Scate08265	PPP1R3E	
Scate-Z	11478728	11494675	Scate08266	SLC7A8	
Scate-Z	11583508	11603964	Scate08267	Cdh24	
Scate-Z	11604449	11608716	Scate08268	CDH24	
Scate-Z	11650661	11651482	Scate08269	Lrp10	
Scate-Z	11652277	11656389	Scate08270	Lrp10	
Scate-Z	11673660	11675445	Scate08271	REM2	
Scate-Z	11692354	11719364	Scate08272	RBM23	
Scate-Z	11726779	11766265	Scate08273	Protein arginine N-methyltransferase 5 (Crotalus horridus OX%3D35024)	
Scate-Z	11770252	11790843	Scate08274	HAUS augmin-like complex subunit 4-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	11796926	11812273	Scate08275	L345_09568	
Scate-Z	11852223	11857646	Scate08276	L345_17221	
Scate-Z	11860354	11906246	Scate08277	L345_17221	
Scate-Z	11908736	11912979	Scate08278	LOC100558221	
Scate-Z	11946213	11980579	Scate08279	DnaJ subfamily C member 3-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	11986916	12004278	Scate08280	Claudin (Crotalus horridus OX%3D35024)	
Scate-Z	12056307	12066998	Scate08281	Mitochondrial fission 1 protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	12090359	12095757	Scate08282	siat8g-r1	
Scate-Z	12130445	12134161	Scate08283	Zinc finger HIT domain-containing protein 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	12160517	12193387	Scate08284	PLOD3	
Scate-Z	12351166	12408198	Scate08285	Vigilin-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	12415451	12427946	Scate08286	Slc25a35	
Scate-Z	12431196	12441858	Scate08287	Rangrf	
Scate-Z	12476106	12527452	Scate08288	Phosphoribosylformylglycinamidine synthase (Crotalus horridus OX%3D35024)	
Scate-Z	12575998	12579484	Scate08289	H2B-I	
Scate-Z	12612174	12634033	Scate08290	Heterogeneous nuclear ribonucleoprotein C-like 1-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	12665154	12699214	Scate08291	Rpgrip1	
Scate-Z	12700414	12734072	Scate08292	Chromatin-specific transcription elongation factor large subunit (Crotalus horridus OX%3D35024)	
Scate-Z	12743839	12825677	Scate08293	chd8	
Scate-Z	12856401	12873082	Scate08294	RAB2%2C member RAS oncogene family (Crotalus adamanteus OX%3D8729)	
Scate-Z	12873872	12903812	Scate08295	TOX4	
Scate-Z	12912737	12931334	Scate08296	Mettl3	
Scate-Z	12936335	12943100	Scate08297	Sall2	
Scate-Z	13019781	13055496	Scate08298	ITGAL	
Scate-Z	13073504	13078505	Scate08299	L345_07758	
Scate-Z	13085042	13095310	Scate08300	PRR14	
Scate-Z	13102656	13126644	Scate08301	Autism susceptibility 2 protein-like (Crotalus horridus OX%3D35024)	
Scate-Z	13141906	13148981	Scate08302	SRCAP	
Scate-Z	13163028	13173001	Scate08303	SRCAP	
Scate-Z	13187042	13196886	Scate08304	PHKG2	
Scate-Z	13199358	13205318	Scate08305	CCDC189	
Scate-Z	13210427	13232331	Scate08306	RNF40	
Scate-Z	13238914	13253880	Scate08307	UPF0420 protein C16orf58-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	13255293	13270333	Scate08308	Slc5a2	
Scate-Z	13305530	13313973	Scate08309	Ca12	
Scate-Z	13382606	13386379	Scate08310	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	13404328	13414494	Scate08311	LOC103282121	
Scate-Z	13432458	13446386	Scate08312	ARMC5	
Scate-Z	13463062	13476298	Scate08313	tgfb1i1	
Scate-Z	13508541	13556504	Scate08314	LOC100557375	
Scate-Z	13568749	13614403	Scate08315	itgam	
Scate-Z	13647465	13662357	Scate08316	trim72	
Scate-Z	13690485	13693865	Scate08317	Apoptosis-associated speck-like protein containing a CARD (Crotalus horridus OX%3D35024)	
Scate-Z	13698851	13706856	Scate08318	Apoptosis-associated speck-like protein containing a CARD (Crotalus adamanteus OX%3D8729)	
Scate-Z	13726175	13740401	Scate08319	trim72	
Scate-Z	13747919	13770656	Scate08320	KAT8	
Scate-Z	13771322	13780398	Scate08321	PRSS8	
Scate-Z	13808047	13821102	Scate08322	FUS	
Scate-Z	13835482	13843839	Scate08323	SULT1C2	
Scate-Z	13853334	13859021	Scate08324	3-methyl-2-oxobutanoate dehydrogenase lipoamide kinase-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	13864917	13886268	Scate08325	3-methyl-2-oxobutanoate dehydrogenase lipoamide kinase-like (Crotalus horridus OX%3D35024)	
Scate-Z	13902865	13909399	Scate08326	Vitamin K epoxide reductase complex subunit 1-like protein 1-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	13943140	13961821	Scate08327	PRSS53	
Scate-Z	13967887	13971816	Scate08328	PRSS53	
Scate-Z	13978337	13983190	Scate08329	ZNF646	
Scate-Z	14027530	14049534	Scate08330	PRF1	
Scate-Z	14046618	14066711	Scate08331	Syntaxin-4-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	14149626	14154689	Scate08332	STX1B	
Scate-Z	14159585	14164487	Scate08333	STX1B	
Scate-Z	14207227	14219146	Scate08334	Hsd3b7	
Scate-Z	14332781	14334370	Scate08335	SETD1A	
Scate-Z	14339270	14350334	Scate08336	SETD1A	
Scate-Z	14353738	14360096	Scate08337	SETD1A	
Scate-Z	14409724	14420987	Scate08338	FBXL19	
Scate-Z	14422574	14436760	Scate08339	FBXL19	
Scate-Z	14480280	14487446	Scate08340	Ctf2	
Scate-Z	14502665	14504863	Scate08341	Ctf1	
Scate-Z	14521411	14534488	Scate08342	BCL7C	
Scate-Z	14553458	14561157	Scate08343	SCAND3	
Scate-Z	14592980	14606138	Scate08344	MAPK7	
Scate-Z	14616966	14626642	Scate08345	LOC100553653	
Scate-Z	14732722	14740904	Scate08346	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14741298	14744153	Scate08347	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14746108	14749148	Scate08348	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14750653	14753411	Scate08349	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	14754758	14755603	Scate08350	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14793420	14795976	Scate08351	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	14799060	14804965	Scate08352	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14810654	14827049	Scate08353	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14827930	14832239	Scate08354	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14837737	14842537	Scate08355	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14843178	14851824	Scate08356	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14865422	14866295	Scate08357	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	14881155	14900780	Scate08358	SLC39A2	
Scate-Z	14907449	14925199	Scate08359	Mettl17	
Scate-Z	14954187	14958265	Scate08360	Ribonuclease-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	14960408	14964968	Scate08361	Angiogenin-2-like (Crotalus adamanteus OX%3D8729)	
Scate-Z	15022564	15024960	Scate08362	LOC100554118	
Scate-Z	15060201	15063282	Scate08363	L345_13124	
Scate-Z	15068609	15076264	Scate08364	REG4	
Scate-Z	15088490	15094858	Scate08365	L345_13125	
Scate-Z	15107216	15109404	Scate08366	L345_13125	
Scate-Z	15115980	15117505	Scate08367	L345_13122	
Scate-Z	15123859	15128255	Scate08368	L345_13122	
Scate-Z	15140445	15142895	Scate08369	L345_13122	
Scate-Z	15153963	15157870	Scate08370	L345_13122	
Scate-Z	15188989	15190684	Scate08371	L345_13122	
Scate-Z	15214746	15218598	Scate08372	L345_13125	
Scate-Z	15267485	15280224	Scate08373	Purine nucleoside phosphorylase (Crotalus horridus OX%3D35024)	
Scate-Z	15321606	15339456	Scate08374	Phosphatidylinositol-4%2C5-bisphosphate 4-phosphatase (Crotalus horridus OX%3D35024)	
Scate-Z	15342177	15348201	Scate08375	DNA-(apurinic or apyrimidinic site) lyase (Crotalus adamanteus OX%3D8729)	
Scate-Z	15359378	15373050	Scate08376	OSGEP	
Scate-Z	15374848	15381324	Scate08377	slc12a3	
Scate-Z	15381852	15417965	Scate08378	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	15458593	15463929	Scate08379	KLHL33	
Scate-Z	15466388	15466990	Scate08380	KLHL33	
Scate-Z	15480867	15483478	Scate08381	TEP1	
Scate-Z	15490952	15513495	Scate08382	TEP1	
Scate-Z	15516401	15536406	Scate08383	Tep1	
Scate-Z	15537025	15581393	Scate08384	TEP1	
Scate-Z	15584107	15604684	Scate08385	PARP2	
Scate-Z	15607448	15613518	Scate08386	unknown function	
Scate-Z	15617411	15624281	Scate08387	Prf1	
Scate-Z	15659243	15672779	Scate08388	L345_09094	
Scate-Z	15694329	15698261	Scate08389	CCNB1IP1	
Scate-Z	15701579	15719327	Scate08390	TTC5	
Scate-Z	15761358	15768122	Scate08391	Olfactory receptor (Anolis carolinensis OX%3D28377)	
Scate-Z	15775637	15776584	Scate08392	LOC100565519	
Scate-Z	15810052	15810990	Scate08393	Olfactory receptor (Anolis carolinensis OX%3D28377)	
Scate-Z	15815750	15821583	Scate08394	OR11G2	
Scate-Z	15827876	15828835	Scate08395	OR11G2	
Scate-Z	15847813	15848469	Scate08396	OR4Q3	
Scate-Z	15856048	15858444	Scate08397	Olfactory receptor (Anolis carolinensis OX%3D28377)	
Scate-Z	15867564	15872941	Scate08398	Olfactory receptor (Anolis carolinensis OX%3D28377)	
Scate-Z	15890580	15891512	Scate08399	LOC100564734	
Scate-Z	15986287	16004709	Scate08400	LPCAT4	
Scate-Z	16007194	16009646	Scate08401	LPCAT4	
Scate-Z	16011921	16027007	Scate08402	Nut	
Scate-Z	16069163	16088077	Scate08403	SLC12A6	
Scate-Z	16092050	16094837	Scate08404	ER membrane protein complex subunit 4 (Crotalus adamanteus OX%3D8729)	
Scate-Z	16098700	16111682	Scate08405	Epimerase family protein SDR39U1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	16132825	16140091	Scate08406	n4bp1	
Scate-Z	16220100	16243077	Scate08407	OR2A12	
Scate-Z	16312397	16315273	Scate08408	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	16341644	16344500	Scate08409	LOC103279549	
Scate-Z	16393700	16401491	Scate08410	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	16443222	16476872	Scate08411	CYLD	
Scate-Z	16502428	16526132	Scate08412	nfatc4	
Scate-Z	16535762	16554226	Scate08413	LOC103282606	
Scate-Z	16586537	16631869	Scate08414	ADCY4	
Scate-Z	16709584	16715627	Scate08415	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	16755545	16760991	Scate08416	LOC103279551	
Scate-Z	16777760	16785356	Scate08417	LOC103279549	
Scate-Z	16795151	16799255	Scate08418	LOC100567165	
Scate-Z	16808642	16809796	Scate08419	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	16828185	16830270	Scate08420	LOC103279551	
Scate-Z	16888513	16892187	Scate08421	LOC103279551	
Scate-Z	16898478	16907200	Scate08422	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	16926846	16929538	Scate08423	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	16967569	16971786	Scate08424	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	16994978	17000127	Scate08425	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	17018997	17025172	Scate08426	LOC103279549	
Scate-Z	17041680	17069392	Scate08427	LOC103279549	
Scate-Z	17087853	17096709	Scate08428	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	17122234	17126301	Scate08429	LOC103279549	
Scate-Z	17152773	17161335	Scate08430	LOC103279549	
Scate-Z	17176383	17179145	Scate08431	LOC103279549	
Scate-Z	17185892	17191051	Scate08432	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	17254066	17255787	Scate08433	LOC103279551	
Scate-Z	17260864	17264544	Scate08434	LOC103279549	
Scate-Z	17287481	17292840	Scate08435	LOC100559601	
Scate-Z	17339623	17390306	Scate08436	LOC100560193	
Scate-Z	17399621	17406314	Scate08437	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	17474395	17476480	Scate08438	LOC100559601	
Scate-Z	17491245	17491711	Scate08439	LOC100559601	
Scate-Z	17536740	17539891	Scate08440	LOC103279549	
Scate-Z	17575684	17582015	Scate08441	LOC100560193	
Scate-Z	17643393	17648253	Scate08442	LOC100567165	
Scate-Z	17773811	17778452	Scate08443	LOC103279549	
Scate-Z	17803783	17809446	Scate08444	LOC103279549	
Scate-Z	17831001	17837408	Scate08445	LOC103279549	
Scate-Z	17863469	17873372	Scate08446	LOC103279549	
Scate-Z	17885604	17888418	Scate08447	LOC103279549	
Scate-Z	17901383	17922952	Scate08448	LOC103279549	
Scate-Z	17936894	17938265	Scate08449	LOC103279549	
Scate-Z	17959511	17966676	Scate08450	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18030023	18033331	Scate08451	LOC103279549	
Scate-Z	18046635	18053396	Scate08452	LOC103279549	
Scate-Z	18092255	18101931	Scate08453	LOC103279549	
Scate-Z	18115717	18143702	Scate08454	LOC103279549	
Scate-Z	18163516	18166815	Scate08455	LOC103279549	
Scate-Z	18184735	18191535	Scate08456	LOC100559601	
Scate-Z	18204223	18208917	Scate08457	LOC100559601	
Scate-Z	18269743	18276427	Scate08458	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18366250	18368760	Scate08459	Vmn2r26	
Scate-Z	18387479	18387967	Scate08460	L345_16286	
Scate-Z	18396248	18400461	Scate08461	L345_16106	
Scate-Z	18443019	18443481	Scate08462	L345_15485	
Scate-Z	18447757	18448799	Scate08463	L345_15915	
Scate-Z	18452067	18452490	Scate08464	L345_15915	
Scate-Z	18479044	18482115	Scate08465	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18538076	18539328	Scate08466	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18565303	18565910	Scate08467	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	18576152	18577920	Scate08468	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18649844	18670734	Scate08469	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18704132	18706437	Scate08470	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18756088	18794896	Scate08471	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18812489	18818040	Scate08472	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18859420	18860295	Scate08473	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18877673	18883070	Scate08474	FEN1	
Scate-Z	18901518	18906731	Scate08475	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	18916480	18918035	Scate08476	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18930302	18933657	Scate08477	LOC100567165	
Scate-Z	18945959	18949960	Scate08478	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18962593	18966146	Scate08479	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	18980151	18984503	Scate08480	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19002690	19005792	Scate08481	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19019831	19022970	Scate08482	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19036208	19038772	Scate08483	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19158281	19161261	Scate08484	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19222256	19226200	Scate08485	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19233027	19234871	Scate08486	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19244211	19269604	Scate08487	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19549972	19550425	Scate08488	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	19622629	19623127	Scate08489	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	19689485	19697193	Scate08490	OR6X1	
Scate-Z	19762166	19765738	Scate08491	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19773672	19778279	Scate08492	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19796020	19799670	Scate08493	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	19874674	19885996	Scate08494	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	19910486	19911436	Scate08495	OR6X1	
Scate-Z	19955397	19956350	Scate08496	LOC100564615	
Scate-Z	20041424	20052410	Scate08497	L345_16319	
Scate-Z	20062937	20065133	Scate08498	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Crotalus horridus OX%3D35024)	
Scate-Z	20152644	20187315	Scate08499	L345_17057	
Scate-Z	20190008	20190634	Scate08500	L345_17371	
Scate-Z	20192184	20192609	Scate08501	L345_15297	
Scate-Z	20202580	20206691	Scate08502	L345_15297	
Scate-Z	20208852	20215865	Scate08503	L345_15297	
Scate-Z	20216805	20218603	Scate08504	L345_17371	
Scate-Z	20278724	20280218	Scate08505	L345_16019	
Scate-Z	20285931	20287511	Scate08506	L345_16019	
Scate-Z	20293250	20304826	Scate08507	L345_16019	
Scate-Z	20341537	20342364	Scate08508	OR4E1	
Scate-Z	20347890	20351693	Scate08509	unknown function	
Scate-Z	20372800	20383462	Scate08510	OR4E1	
Scate-Z	20448941	20482443	Scate08511	LOC103279549	
Scate-Z	20514925	20516631	Scate08512	SEMA4D	
Scate-Z	20518011	20534369	Scate08513	SEMA4D	
Scate-Z	20540481	20554870	Scate08514	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	20557229	20577212	Scate08515	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	20595195	20597583	Scate08516	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	20612408	20628009	Scate08517	SLC7A7	
Scate-Z	20638178	20656504	Scate08518	OXA1L	
Scate-Z	20725754	20735148	Scate08519	L345_15616	
Scate-Z	20751571	20761669	Scate08520	L345_15013	
Scate-Z	20785361	20792168	Scate08521	L345_03129	
Scate-Z	20793796	20796567	Scate08522	L345_03129	
Scate-Z	20798154	20813854	Scate08523	L345_03129	
Scate-Z	20826090	20834975	Scate08524	L345_03129	
Scate-Z	20935511	20946694	Scate08525	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	20952813	20962970	Scate08526	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	21006959	21047413	Scate08527	LOC103279549	
Scate-Z	21057372	21070889	Scate08528	LOC103279549	
Scate-Z	21074575	21083766	Scate08529	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	21096487	21127332	Scate08530	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	21130239	21154744	Scate08531	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	21160229	21161532	Scate08532	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	21293587	21295566	Scate08533	DCTPP1	
Scate-Z	21297224	21308604	Scate08534	1-Sep	
Scate-Z	21314040	21314361	Scate08535	1-Sep	
Scate-Z	21445953	21452927	Scate08536	LOC103282660	
Scate-Z	21509156	21525799	Scate08537	AP-2 complex subunit alpha (Crotalus horridus OX%3D35024)	
Scate-Z	22067486	22070513	Scate08538	Scn5a	
Scate-Z	22097545	22116609	Scate08539	LOC100567165	
Scate-Z	22161820	22162212	Scate08540	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	22247809	22260343	Scate08541	SRRM2	
Scate-Z	22297640	22311917	Scate08542	Transcription elongation factor B polypeptide 2-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	22314690	22320075	Scate08543	LOC100551951	
Scate-Z	22367409	22368658	Scate08544	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	22409474	22413143	Scate08545	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	22431074	22441382	Scate08546	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	22469674	22478891	Scate08547	LOC100552735	
Scate-Z	22484451	22491737	Scate08548	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	22536905	22538693	Scate08549	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	22669046	22690219	Scate08550	LOC100567672	
Scate-Z	22713603	22714768	Scate08551	LOC100567672	
Scate-Z	22802166	22805259	Scate08552	mfap4	
Scate-Z	22822531	22837393	Scate08553	Rnf112	
Scate-Z	22855178	22860487	Scate08554	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-Z	22900811	22914718	Scate08555	LOC100567165	
Scate-Z	22937229	22941352	Scate08556	LOC100559601	
Scate-Z	23020330	23028317	Scate08557	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23052150	23057070	Scate08558	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23072624	23081070	Scate08559	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23101734	23104751	Scate08560	LOC100561182	
Scate-Z	23128304	23135935	Scate08561	LOC100561182	
Scate-Z	23138215	23140280	Scate08562	LOC100567672	
Scate-Z	23157195	23161962	Scate08563	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23230356	23234216	Scate08564	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23283647	23287407	Scate08565	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23371862	23373200	Scate08566	LOC103279793	
Scate-Z	23416289	23419014	Scate08567	LOC100561182	
Scate-Z	23519454	23533656	Scate08568	LOC100567165	
Scate-Z	23599364	23610345	Scate08569	LOC100567165	
Scate-Z	23861573	23871171	Scate08570	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23916007	23919570	Scate08571	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-Z	23930139	23943290	Scate08572	LOC100567672	
Scate-Z	23999234	24017129	Scate08573	PRSS27	
Scate-Z	24086952	24130102	Scate08574	NDRG2	
Scate-Z	24147586	24151314	Scate08575	TPPP2	
Scate-Z	24163617	24164931	Scate08576	TPPP2	
Scate-Z	24195908	24197278	Scate08577	ARHGEF40	
Scate-Z	24204805	24207685	Scate08578	ARHGEF40	
Scate-Z	24224262	24255917	Scate08579	ARHGEF40	
Scate-Z	24317525	24318995	Scate08580	Cyclic AMP-dependent transcription factor ATF-5-like protein (Crotalus adamanteus OX%3D8729)	
Scate-Z	24320259	24331532	Scate08581	lig1	
Scate-Z	24353150	24353981	Scate08582	L345_09706	
Scate-Z	24392614	24413633	Scate08583	von Willebrand factor A domain-containing protein 5A-like protein (Crotalus horridus OX%3D35024)	
Scate-Z	24492435	24520347	Scate08584	CD163L1	
Scate-Z	24555657	24561908	Scate08585	Sbk2	
Scate-Z	24585286	24588486	Scate08586	ZNF628	
Scate-Z	24598311	24601105	Scate08587	ZNF628	
Scate-Z	24611348	24614108	Scate08588	CUZD1	
Scate-Z	24614495	24619440	Scate08589	SSC5D	
Scate-Z	24713309	24722356	Scate08590	LOC100563942	
Scate-Z	24815954	24850012	Scate08591	L345_13653	
